3149057,20210924,17002005,15.50
3141956,20210924,17004864,9.50
3160351,20210924,17011789,10.50
3133838,20210924,17014081,8.50
3157742,20210924,17021940,10.50
3164113,20210924,17025126,20.00
3172510,20210924,17033074,13.50
3192185,20210924,17035255,11.50
3174293,20210924,17042135,11.00
3124649,20210924,17045798,18.50
3127646,20210924,17053634,11.50
3147978,20210924,17061050,7.00
3187352,20210924,17063197,17.00
3127880,20210924,17065480,9.50
3197595,20210924,17072368,13.50
3169262,20210924,17074839,18.00
3186786,20210924,17081804,11.50
3129437,20210924,17083980,21.50
3178686,20210924,17090116,18.50
3125963,20210924,17093887,9.00
3134431,20210924,17101472,9.00
3180160,20210924,17103637,20.00
3154286,20210924,17110778,20.50
3162007,20210924,17113494,13.50
3152071,20210924,17121396,7.00
3197775,20210924,17124568,17.00
3164609,20210924,17131889,20.50
3139913,20210924,17133972,7.50
3143369,20210924,17140922,13.00
3187686,20210924,17143391,10.00
3140669,20210924,17151274,15.00
3162881,20210924,17153860,15.50
3148283,20210924,17155926,13.50
3177759,20210924,17163241,11.50
3172358,20210925,11003371,8.00
3143440,20210925,11005946,21.50
3200608,20210925,11012066,11.00
3203317,20210925,11014268,12.50
3187000,20210925,11021471,9.50
3197919,20210925,11024062,10.00
3137186,20210925,11030205,12.00
3153386,20210925,11033252,13.00
3154501,20210925,11040907,17.50
3129978,20210925,11043112,14.00
3207395,20210925,11050224,8.50
3196352,20210925,11052480,10.00
3125134,20210925,11055380,8.00
3158129,20210925,11061560,15.00
3130363,20210925,11064249,15.00
3168605,20210925,11071178,11.50
3129545,20210925,11074385,17.50
3202750,20210925,11082004,14.50
3200509,20210925,11084874,20.00
3163196,20210925,11092851,21.00
3202859,20210925,11095505,20.00
3162917,20210925,11103319,8.00
3180944,20210925,11110555,11.50
3175616,20210925,11113294,9.50
3182618,20210925,11121202,7.50
3149642,20210925,11123324,10.00
3187686,20210925,11130454,8.00
3147725,20210925,11134082,18.00
3206918,20210925,11140185,15.00
3196389,20210925,11144166,12.50
3201643,20210925,11151528,10.00
3160577,20210925,11154139,8.00
3183338,20210925,11161295,13.50
3161549,20210925,11165146,12.50
3209366,20210925,11172149,11.50
3124090,20210925,11175528,8.50
3134855,20210925,11182401,11.00
3197171,20210925,11185634,13.00
3189675,20210925,11193188,18.50
3134648,20210925,11195630,21.50
3193445,20210925,11201663,8.50
3188937,20210925,11204971,19.50
3189242,20210925,11212094,20.00
3201201,20210925,11214787,16.50
3190817,20210925,11221053,11.50
3159452,20210925,11224775,9.50
3201526,20210925,11232291,15.00
3161639,20210925,11235556,16.50
3165158,20210925,11242390,7.00
3147473,20210925,11244685,12.50
3160270,20210925,11251254,19.00
3163493,20210925,11253888,15.50
3126610,20210925,11261460,10.50
3130697,20210925,11264660,16.50
3146537,20210925,11271596,15.00
3160252,20210925,11273770,10.00
3179793,20210925,11281609,14.50
3180395,20210925,11284587,7.00
3170648,20210925,11290688,7.50
3192815,20210925,11293018,10.00
3186605,20210925,11295544,19.50
3164609,20210925,11302259,17.50
3206602,20210925,11304977,21.50
3141587,20210925,11312076,13.50
3133504,20210925,11315083,7.00
3182087,20210925,11321906,13.00
3150019,20210925,11324369,9.00
3150884,20210925,11331647,10.00
3181286,20210925,11334495,16.00
3148175,20210925,11340946,12.00
3203885,20210925,11344392,20.00
3136439,20210925,11351495,16.50
3148751,20210925,11355011,9.00
3184607,20210925,11362208,19.50
3157238,20210925,11364592,9.50
3200833,20210925,11371628,16.00
3137078,20210925,11374798,10.00
3155041,20210925,11382686,8.00
3186623,20210925,11385606,8.00
3127349,20210925,11391848,11.00
3160504,20210925,11394373,13.50
3132181,20210925,11401600,14.00
3199205,20210926,11002896,9.50
3167949,20210926,11010746,14.50
3132884,20210926,11014349,15.50
3157265,20210926,11020645,11.00
3170594,20210926,11024105,20.00
3170422,20210926,11031122,9.00
3179522,20210926,11033713,19.00
3208934,20210926,11041148,17.50
3206873,20210926,11044688,11.00
3203137,20210926,11050739,11.00
3203777,20210926,11053692,9.00
3182014,20210926,11060626,9.50
3161116,20210926,11064440,10.00
3184201,20210926,11071382,13.50
3135467,20210926,11073630,20.50
3181367,20210926,11080505,11.50
3177065,20210926,11083688,18.00
3192969,20210926,11091639,16.50
3206701,20210926,11093750,12.00
3189215,20210926,11100294,20.00
3191528,20210926,11102472,11.00
3168407,20210926,11110098,17.50
3150677,20210926,11112230,9.00
3125891,20210926,11114993,12.00
3187785,20210926,11122135,15.00
3191834,20210926,11125580,8.50
3188775,20210926,11132985,9.50
3162386,20210926,11135496,7.00
3197540,20210926,11141576,21.00
3147770,20210926,11144476,9.00
3137258,20210926,11151177,11.00
3144188,20210926,11153980,15.00
3204389,20210926,11160976,11.00
3192211,20210926,11163582,13.50
3186119,20210926,11170535,12.50
3151711,20210926,11173698,17.00
3182203,20210926,11181609,11.00
3139823,20210926,11185151,7.00
3197478,20210926,11192887,12.50
3181808,20210926,11195763,8.00
3144403,20210926,11201873,17.00
3159317,20210926,11205714,19.50
3136457,20210926,11212384,21.00
3153331,20210926,11215083,10.00
3146230,20210926,11221866,14.00
3187884,20210926,11225295,12.00
3160964,20210926,11233039,18.50
3152873,20210926,11235309,19.00
3171386,20210926,11242652,16.50
3163088,20210926,11245923,20.50
3201265,20210926,11253877,17.00
3191546,20210926,11261837,11.00
3187794,20210926,11263903,12.50
3145763,20210926,11271755,10.50
3183400,20210926,11274309,8.50
3175562,20210926,11281221,7.00
3153133,20210926,11283330,15.50
3154015,20210926,11285450,11.50
3146663,20210926,11292216,20.50
3181303,20210926,11294642,13.00
3166175,20210926,11302328,19.00
3204785,20210926,11305832,8.50
3162043,20210926,11313321,15.50
3151531,20210926,11315923,7.50
3206549,20210926,11322771,9.00
3188397,20210926,11325326,8.50
3146032,20210926,11331879,10.50
3203560,20210926,11335167,15.00
3173384,20210926,11341762,21.50
3146393,20210926,11344254,16.00
3189152,20210926,11351145,8.50
3175751,20210926,11353231,11.50
3171584,20210926,11360721,7.50
3205621,20210926,11364569,19.50
3169488,20210926,11371125,21.00
3181501,20210926,11374431,14.50
3198567,20210926,11380433,18.00
3130354,20210926,11383223,21.00
3180791,20210926,11390119,14.00
3185444,20210926,11394097,17.50
3156167,20210926,11401385,15.50
3153322,20210926,11404833,16.50
3144836,20210926,11411871,12.50
3138338,20210926,11414824,12.50
3184373,20210926,11420962,16.50
3126700,20210926,11424744,8.00
3188900,20210926,11431874,10.00
3132172,20210926,11434640,11.50
3178136,20210926,11442093,11.00
3164537,20210926,11444768,19.00
3170440,20210926,11452056,19.50
3157391,20210926,11455093,11.00
3124892,20210926,11462585,15.50
3142423,20210926,11464846,16.00
3170323,20210926,11471388,16.50
3154899,20210926,11474807,18.50
3162142,20210926,11482093,18.00
3160919,20210926,11485886,12.50
3170611,20210926,11492735,11.50
3153566,20210926,11494812,16.00
3130561,20210926,11501460,18.00
3183158,20210926,11505119,15.00
3147987,20210926,11511925,20.00
3169523,20210926,11514397,14.00
3138996,20210926,11521979,8.50
3183347,20210926,11525379,7.00
3205829,20210926,11531973,17.50
3186894,20210926,11534439,15.00
3167705,20210926,11541044,8.00
3155771,20210926,11543859,7.50
3171179,20210926,11550781,8.50
3129040,20210926,11553419,14.00
3207999,20210926,11560806,18.50
3185994,20210926,11563849,18.50
3146393,20210926,11570428,15.50
3172592,20210926,11572895,20.00
3190303,20210926,11580891,15.00
3187965,20210926,11584101,10.00
3186245,20210926,11591943,21.50
3127178,20210926,11593980,9.50
3141415,20210926,12000289,13.00
3189675,20210926,12003961,8.50
3152035,20210926,12010916,8.00
3190196,20210926,12013437,8.00
3184779,20210926,12020073,7.00
3204497,20210926,12023804,15.50
3143152,20210926,12030417,19.00
3126007,20210926,12033845,21.00
3147815,20210926,12040058,16.00
3149642,20210926,12043402,18.00
3179586,20210926,12045533,16.50
3174978,20210926,12052776,10.50
3189503,20210926,12055678,17.50
3161026,20210926,12062049,11.00
3198738,20210926,12065052,7.00
3127646,20210926,12071264,11.00
3130688,20210926,12075251,8.00
3131001,20210926,12081541,17.00
3179667,20210926,12084311,19.50
3151630,20210926,12091898,21.00
3148148,20210926,12095627,12.00
3176273,20210926,12103228,9.00
3128087,20210926,12105801,7.00
3144980,20210926,12113765,13.50
3165185,20210926,12121307,9.50
3207548,20210926,12124689,13.00
3193102,20210926,12132018,12.00
3147996,20210926,12134696,12.50
3155339,20210926,12140702,15.00
3160784,20210926,12144164,17.50
3159100,20210926,12151607,19.00
3162656,20210926,12153740,17.50
3198233,20210926,12160787,14.00
3166247,20210926,12163689,8.00
3127466,20210926,12170208,14.00
3188577,20210926,12174030,13.00
3184896,20210926,12181979,14.50
3144313,20210926,12185685,19.50
3140416,20210926,12193369,13.00
3159038,20210926,12200176,13.00
3127637,20210926,12204173,9.50
3181790,20210926,12210708,18.00
3140515,20210926,12214321,12.50
